wkt_geom,freewayNO,dir,Old_id,ID,catch,s_catch,start,end,lat,lon,cwb_gauge
"LineString (121.73176390000000424 25.11878610000000123, 121.74043595562432074 25.13331355324572769)",國1,S,01F-000.5S,01F0005S,1.1,1.3,基隆端(基隆港),基隆(長庚醫院),25.1187861,121.7317639,466940
"LineString (121.72590560000000437 25.10956669999999846, 121.74043595562432074 25.13331355324572769)",國1,S,01F-001.7S,01F0017S,1.2,1.4,基隆(長庚醫院),八堵,25.1095667,121.7259056,466940
"LineString (121.71736939999999549 25.10311109999999957, 121.69493127899239937 25.07901530688962666)",國1,S,01F-002.9S,01F0029S,2.8,3.3,八堵,大華系統(連接台62),25.1031111,121.7173694,01B030
"LineString (121.69348329999999692 25.08839439999999854, 121.69493127899239937 25.07901530688962666)",國1,S,01F-006.1S,01F0061S,1.8,2.1,大華系統(連接台62),五堵,25.0883944,121.6934833,01B030
"LineString (121.65947780000000478 25.07626390000000072, 121.65882964144718414 25.06691713572348945)",國1,S,01F-009.9S,01F0099S,3.7,4.4,五堵,汐止&汐止系統(連接國3),25.0762639,121.6594778,C0AH00
"LineString (121.61351940000000127 25.06564440000000005, 121.61502878527088001 25.06921959646921749)",國1,S,01F-014.7S,01F0147S,3.7,4.4,汐止&汐止系統(連接國3),東湖,25.0656444,121.6135194,A1AA50
"LineString (121.60590279999999552 25.06475280000000083, 121.61502878527088001 25.06921959646921749)",國1,S,01F-015.5S,01F0155S,2.1,2.5,東湖,內湖(南京東、成功路),25.0647528,121.6059028,A1AA50
"LineString (121.58023059999999305 25.06898610000000005, 121.57542854975623925 25.07942193898094629)",國1,S,01F-018.2S,01F0182S,5.9,7,內湖(南京東、成功路),圓山(建國北路),25.0689861,121.5802306,C0A9F0
"LineString (121.51660280000000114 25.07763059999999911, 121.52842770333064948 25.0831245985437441)",國1,S,01F-024.8S,01F0248S,2.1,2.5,圓山(建國北路),台北(重慶北、士林),25.0776306,121.5166028,A1AG50
"LineString (121.50138610000000483 25.07746390000000147, 121.50302758461972985 25.09022611070766828)",國1,S,01F-026.4S,01F0264S,2,2.4,台北(重慶北、士林),三重,25.0774639,121.5013861,C0A9E0
"LineString (121.47296110000000624 25.07479719999999901, 121.47232663117252116 25.0867277615379578)",國1,S,01F-029.3S,01F0293S,5.9,7,三重,五股,25.0747972,121.4729611,C0AD30
"LineString (121.42876400000000103 25.06823899999999838, 121.44672367859739381 25.05152866182259075)",國1,S,01F-033.9S,01F0339S,1.4,1.6,五股,高公局,25.068239,121.428764,C0ACA0
"LineString (121.39730600000000038 25.0586669999999998, 121.38082350422344291 25.07223261778139189)",國1,S,01F-037.6S,01F0376S,6.5,7.8,高公局,林口(文化一路),25.058667,121.397306,C0AH50
"LineString (121.36344400000000121 25.06508099999999928, 121.37682374337161662 25.07723291382906083)",國1,S,01F-041.3S,01F0413S,1.4,1.6,林口(文化一路),林口(文化北路),25.065081,121.363444,01A160
"LineString (121.3177610000000044 25.04707499999999953, 121.32321682456255019 24.99253461633410467)",國1,S,01F-046.7S,01F0467S,6.8,8.1,林口(文化北路),桃園,25.047075,121.317761,C0C480
"LineString (121.28307200000000421 25.02720599999999962, 121.32321682456255019 24.99253461633410467)",國1,S,01F-050.9S,01F0509S,3.2,3.8,桃園,機場系統(連接國2),25.027206,121.283072,C0C480
"LineString (121.26619399999999871 25.01294400000000095, 121.22601816457680002 25.04764081759137895)",國1,S,01F-053.2S,01F0532S,2.9,3.4,機場系統(連接國2),中壢服務區,25.012944,121.266194,C0C540
"LineString (121.24772219999999834 24.99858329999999995, 121.22601816457680002 25.04764081759137895)",國1,S,01F-055.7S,01F0557S,2.2,2.6,中壢服務區,內壢,24.9985833,121.2477222,C0C540
"LineString (121.2331970000000041 24.98441400000000101, 121.18531186779590314 24.96774185351622677)",國1,S,01F-057.8S,01F0578S,5.1,6.1,內壢,中壢,24.984414,121.233197,C0C520
"LineString (121.19559399999999982 24.94928099999999915, 121.18531186779590314 24.96774185351622677)",國1,S,01F-063.3S,01F0633S,2.6,3.1,中壢,平鎮系統(連接台66),24.949281,121.195594,C0C520
"LineString (121.17691899999999805 24.92954399999999993, 121.14300717213949099 24.91234334274297524)",國1,S,01F-066.4S,01F0664S,2.3,2.7,平鎮系統(連接台66),幼獅,24.929544,121.176919,C0C660
"LineString (121.16758600000000001 24.91796700000000087, 121.14300717213949099 24.91234334274297524)",國1,S,01F-068.1S,01F0681S,1.9,2.2,幼獅,楊梅,24.917967,121.167586,C0C660
"LineString (121.11173100000000602 24.89343600000000123, 121.14300717213949099 24.91234334274297524)",國1,S,01F-075.0S,01F0750S,14.6,17.5,楊梅,湖口,24.893436,121.111731,C0C660
"LineString (121.01903099999999824 24.84871899999999911, 121.03830033271222533 24.84744810556728822)",國1,S,01F-088.0S,01F0880S,7.3,8.7,湖口,竹北,24.848719,121.019031,C1D380
"LineString (121.01030599999999993 24.80845300000000009, 121.01419845008412324 24.82784912668455846)",國1,S,01F-092.8S,01F0928S,3,3.6,竹北,新竹(光復路),24.808453,121.010306,467571
"LineString (121.00524699999999712 24.78962200000000138, 120.98689585755221287 24.79865017371119151)",國1,S,01F-095.0S,01F0950S,2.5,3,新竹(光復路),新竹(科學園區),24.789622,121.005247,C0D660
"LineString (120.99886100000000511 24.7635860000000001, 120.98689585755221287 24.79865017371119151)",國1,S,01F-098.0S,01F0980S,2.8,3.3,新竹(科學園區),新竹系統(連接國3),24.763586,120.998861,C0D660
"LineString (120.95189700000000244 24.72713099999999997, 120.96739109882717855 24.73345023795540953)",國1,S,01F-104.5S,01F1045S,11,13.2,新竹系統(連接國3),頭份,24.727131,120.951897,O1D570
"LineString (120.90426669999999376 24.67931670000000111, 120.91238678202415713 24.68825254420855586)",國1,S,01F-112.3S,01F1123S,15.1,18.1,頭份,頭屋,24.6793167,120.9042667,C0E730
"LineString (120.83892500000000325 24.55044200000000032, 120.82457656959773828 24.56495541567024077)",國1,S,01F-129.2S,01F1292S,7.4,8.8,頭屋,苗栗,24.550442,120.838925,C0E750
"LineString (120.78190299999999979 24.4859189999999991, 120.79077085537805658 24.48975608423497974)",國1,S,01F-138.9S,01F1389S,7.3,8.7,苗栗,銅鑼,24.485919,120.781903,C0E780
"LineString (120.77573099999999329 24.42051400000000072, 120.77006546880085125 24.41425603708551151)",國1,S,01F-146.5S,01F1465S,10,12,銅鑼,三義,24.420514,1.21E+02,01E290
"LineString (120.72084999999999866 24.33914700000000053, 120.70565958416963781 24.34785848045181922)",國1,S,01F-157.2S,01F1572S,10.5,12.6,三義,后里,24.339147,120.72085,C0F9Q0
"LineString (120.69732500000000641 24.30118600000000129, 120.72965778810657866 24.31035661170697537)",國1,S,01F-162.1S,01F1621S,4.7,5.6,后里,台中系統(連接國4),24.301186,120.697325,C0F9L0
"LineString (120.69195600000000468 24.26264700000000119, 120.72045399264135312 24.25455624806673072)",國1,S,01F-166.4S,01F1664S,2.5,3,台中系統(連接國4),豐原,24.262647,120.691956,C0F9M0
"LineString (120.67137499999999761 24.21295599999999837, 120.70395093341556958 24.21305649525024961)",國1,S,01F-172.5S,01F1725S,6.2,7.4,豐原,大雅,24.212956,120.671375,C0F9O0
"LineString (120.63561099999999726 24.18459199999999854, 120.64104725766308945 24.18025935427933248)",國1,S,01F-177.4S,01F1774S,4.4,5.2,大雅,台中(台灣大道),24.184592,120.635611,C0F9T0
"LineString (120.62193299999999851 24.16370600000000124, 120.64104725766308945 24.18025935427933248)",國1,S,01F-180.2S,01F1802S,2.8,3.3,台中(台灣大道),南屯,24.163706,120.621933,C0F9T0
"LineString (120.6172470000000061 24.13076699999999875, 120.63824445318670087 24.13715883978751719)",國1,S,01F-183.9S,01F1839S,8.2,9.8,南屯,王田,24.130767,120.617247,C0F9U0
"LineString (120.56813099999999395 24.11357200000000134, 120.55663884649709416 24.08136232590750581)",國1,S,01F-190.6S,01F1906S,3.1,3.7,王田,彰化系統(連接國3),24.113572,120.568131,A0G720
"LineString (120.52785000000000082 24.08562200000000075, 120.55663884649709416 24.08136232590750581)",國1,S,01F-196.0S,01F1960S,5.6,6.7,彰化系統(連接國3),彰化,24.085622,120.52785,A0G720
"LineString (120.52278599999999642 24.04063899999999876, 120.50383451779346444 24.03416440019957179)",國1,S,01F-201.1S,01F2011S,9.1,10.9,彰化,埔鹽系統(連接台76),24.040639,120.522786,C0G780
"LineString (120.50611700000000326 23.97179399999999916, 120.52572960187876561 23.9469618890930569)",國1,S,01F-208.9S,01F2089S,3.4,4,埔鹽系統(連接台76),員林,23.971794,120.506117,C0G810
"LineString (120.49764999999999304 23.91276900000000083, 120.50952635149896253 23.90166204802253702)",國1,S,01F-215.6S,01F2156S,9.1,10.9,員林,北斗,23.912769,120.49765,C0G820
"LineString (120.48488100000000145 23.83056900000000056, 120.49902295483781245 23.85156183172435718)",國1,S,01F-224.9S,01F2249S,10.4,12.4,北斗,西螺,23.830569,120.484881,C0G720
"LineString (120.46934199999999748 23.76632800000000145, 120.50231741829790622 23.76116027393461394)",國1,S,01F-232.2S,01F2322S,5.2,6.2,西螺,虎尾(斗六聯絡道),23.766328,120.469342,C0K480
"LineString (120.47491700000000492 23.70260299999999987, 120.47831170341355289 23.67876027717437992)",國1,S,01F-239.4S,01F2394S,4.9,5.8,虎尾(斗六聯絡道),斗南(158縣道),23.702603,120.474917,C0K460
"LineString (120.46228100000000438 23.67737500000000139, 120.47831170341355289 23.67876027717437992)",國1,S,01F-242.5S,01F2425S,3.2,3.8,斗南(158縣道),雲林系統(連接台78),23.677375,120.462281,C0K460
"LineString (120.4402639999999991 23.62915800000000033, 120.43150848236322759 23.6460622275019503)",國1,S,01F-248.3S,01F2483S,6.5,7.8,雲林系統(連接台78),大林,23.629158,120.440264,C0K450
"LineString (120.43541700000000105 23.60198899999999966, 120.45840638071233286 23.60066013070358082)",國1,S,01F-251.4S,01F2514S,6.9,8.2,大林,民雄,23.601989,120.435417,C0M670
"LineString (120.40558299999999292 23.52673899999999918, 120.42840260675015429 23.55176095280504711)",國1,S,01F-260.3S,01F2603S,7.1,8.5,民雄,嘉義,23.526739,120.405583,C0M760
"LineString (120.37770000000000437 23.46940299999999979, 120.33139418519775177 23.45506452230338468)",國1,S,01F-267.4S,01F2674S,6.2,7.4,嘉義,水上,23.469403,120.3777,C0M680
"LineString (120.36156099999999469 23.43636700000000062, 120.38889352573163194 23.41976100447090303)",國1,S,01F-271.4S,01F2714S,2.5,3,水上,嘉義系統(連接台82),23.436367,120.361561,C0M690
"LineString (120.32219200000000114 23.34746900000000025, 120.31668503667845016 23.31066308479922)",國1,S,01F-282.7S,01F2827S,11.3,13.5,嘉義系統(連接台82),新營服務區,23.347469,120.322192,C0X250
"LineString (120.29870300000000327 23.32099399999999889, 120.31668503667845016 23.31066308479922)",國1,S,01F-286.6S,01F2866S,4.2,5,新營服務區,新營,23.320994,120.298703,C0X250
"LineString (120.26576900000000592 23.27258899999999997, 120.24758093341039 23.2725660659626179)",國1,S,01F-293.0S,01F2930S,11.2,13.4,新營,下營系統(連接台84),23.272589,120.265769,C0X230
"LineString (120.2366750000000053 23.20508900000000096, 120.24857559207991642 23.18336465760650711)",國1,S,01F-301.9S,01F3019S,4.1,4.9,下營系統(連接台84),麻豆,23.205089,120.236675,C0X120
"LineString (120.23130299999999693 23.14813099999999935, 120.20317094530031454 23.12566610773907527)",國1,S,01F-308.3S,01F3083S,7.5,9,麻豆,安定,23.148131,120.231303,C0X140
"LineString (120.24768100000000004 23.1048170000000006, 120.2280702228652558 23.10266448550353502)",國1,S,01F-312.6S,01F3126S,4.3,5.1,安定,台南系統(連接國8),23.104817,120.247681,C0X150
"LineString (120.25302499999999384 23.05131099999999833, 120.23666661272532963 23.03836307695248564)",國1,S,01F-318.5S,01F3185S,4.2,5,台南系統(連接國8),永康,23.051311,120.253025,467420
"LineString (120.24999699999999336 23.01417199999999852, 120.23666661272532963 23.03836307695248564)",國1,S,01F-322.7S,01F3227S,4.9,5.8,永康,大灣,23.014172,120.249997,467420
"LineString (120.24817500000000337 22.99181400000000153, 120.25786300664705664 22.96836094922830895)",國1,S,01F-325.2S,01F3252S,2.9,3.4,大灣,台南(仁德),22.991814,120.248175,C0X160
"LineString (120.24982199999999466 22.96090299999999829, 120.25786300664705664 22.96836094922830895)",國1,S,01F-328.6S,01F3286S,3.3,3.9,台南(仁德),仁德系統(連接台86),22.960903,120.249822,C0X160
"LineString (120.27214999999999634 22.89261899999999983, 120.2444578522030838 22.8871604208263868)",國1,S,01F-336.6S,01F3366S,7.6,9.1,仁德系統(連接台86),路竹,22.892619,120.27215,C0V640
"LineString (120.28498899999999594 22.86741900000000172, 120.25945633810562185 22.8548591823526408)",國1,S,01F-339.8S,01F3398S,4.1,4.9,路竹,高科,22.867419,120.284989,C0V750
"LineString (120.31273099999999943 22.81803899999999885, 120.29495386025774906 22.7970565366665312)",國1,S,01F-346.0S,01F3460S,7,8.4,高科,岡山,22.818039,120.312731,C0V660
"LineString (120.33080599999999549 22.76167200000000079, 120.305751839937912 22.75785541853884908)",國1,S,01F-352.5S,01F3525S,5.9,7,岡山,楠梓(旗楠路),22.761672,120.330806,C0V760
"LineString (120.33376400000000217 22.72895600000000016, 120.34665127531904716 22.7301529549158019)",國1,S,01F-356.1S,01F3561S,1.8,2.1,楠梓(旗楠路),楠梓(鳳楠路),22.728956,120.333764,C0V770
"LineString (120.32821900000000426 22.70352499999999907, 120.34774960750047512 22.70115248027079247)",國1,S,01F-359.0S,01F3590S,5.2,6.2,楠梓(鳳楠路),鼎金系統(連接國10、大中路),22.703525,120.328219,C0V680
"LineString (120.33208100000000229 22.65889200000000159, 120.31134539923652937 22.64515350005096295)",國1,S,01F-364.0S,01F3640S,4.3,5.1,鼎金系統(連接國10、大中路),高雄(九如、建國路),22.658892,120.332081,C0V700
"LineString (120.33622200000000646 22.62781899999999879, 120.33064459430833892 22.62275220878950677)",國1,S,01F-367.6S,01F3676S,1.2,1.4,高雄(九如、建國路),高雄(中正、三多路),22.627819,120.336222,C0V710
"LineString (120.33685300000000495 22.6182060000000007, 120.33064459430833892 22.62275220878950677)",國1,S,01F-368.6S,01F3686S,2,2.4,高雄(中正、三多路),瑞隆路南下出口匝道,22.618206,120.336853,C0V710
"LineString (120.32314999999999827 22.58193299999999937, 120.31574090984943837 22.56595213826852842)",國1,S,01F-373.6S,01F3736S,1.2,1.4,高雄端(中山四路),高雄端(新生路),22.581933,120.32315,467440
"LineString (121.7316361000000029 25.11831109999999967, 121.74043595562432074 25.13331355324572769)",國1,N,01F-000.5N,01F0005N,1.1,1.3,基隆(長庚醫院),基隆端(基隆港),25.1183111,121.7316361,466940
"LineString (121.72590560000000437 25.10956669999999846, 121.74043595562432074 25.13331355324572769)",國1,N,01F-001.7N,01F0017N,1.2,1.4,八堵,基隆(長庚醫院),25.1095667,121.7259056,466940
"LineString (121.71736939999999549 25.10311109999999957, 121.69493127899239937 25.07901530688962666)",國1,N,01F-002.9N,01F0029N,2.8,3.3,大華系統(連接台62),八堵,25.1031111,121.7173694,01B030
"LineString (121.69348329999999692 25.08839439999999854, 121.69493127899239937 25.07901530688962666)",國1,N,01F-006.1N,01F0061N,1.8,2.1,五堵,大華系統(連接台62),25.0883944,121.6934833,01B030
"LineString (121.65942219999999452 25.07604440000000068, 121.65882964144718414 25.06691713572348945)",國1,N,01F-009.9N,01F0099N,3.7,4.4,汐止&汐止系統(連接國3),五堵,25.0760444,121.6594222,C0AH00
"LineString (121.61351940000000127 25.06564440000000005, 121.61502878527088001 25.06921959646921749)",國1,N,01F-014.7N,01F0147N,3.7,4.4,東湖,汐止&汐止系統(連接國3),25.0656444,121.6135194,A1AA50
"LineString (121.60590279999999552 25.06475280000000083, 121.61502878527088001 25.06921959646921749)",國1,N,01F-015.5N,01F0155N,2.1,2.5,內湖(南京東、成功路),東湖,25.0647528,121.6059028,A1AA50
"LineString (121.55035800000000279 25.07305300000000159, 121.54292769377110517 25.07792371892113081)",國1,N,01F-021.3N,01F0213N,5.9,7,圓山(建國北路),內湖(南京東、成功路),25.073053,121.550358,C0A9A0
"LineString (121.53070280000000025 25.07301939999999973, 121.52892698652455294 25.07222441186934603)",國1,N,01F-023.3N,01F0233N,2.1,2.5,台北(重慶北、士林),圓山(建國北路),25.0730194,121.5307028,A1AB50
"LineString (121.50910559999999805 25.07806670000000082, 121.50302758461972985 25.09022611070766828)",國1,N,01F-025.6N,01F0256N,2,2.4,三重,台北(重慶北、士林),25.0780667,121.5091056,C0A9E0
"LineString (121.47296110000000624 25.07479719999999901, 121.47232663117252116 25.0867277615379578)",國1,N,01F-029.3N,01F0293N,5.9,7,五股,三重,25.0747972,121.4729611,C0AD30
"LineString (121.42876400000000103 25.06823899999999838, 121.44672367859739381 25.05152866182259075)",國1,N,01F-033.9N,01F0339N,1.4,1.6,高公局,五股,25.068239,121.428764,C0ACA0
"LineString (121.39730600000000038 25.0586669999999998, 121.38082350422344291 25.07223261778139189)",國1,N,01F-037.6N,01F0376N,6.5,7.8,林口(文化一路),高公局,25.058667,121.397306,C0AH50
"LineString (121.36344400000000121 25.06508099999999928, 121.37682374337161662 25.07723291382906083)",國1,N,01F-041.3N,01F0413N,1.4,1.6,林口(文化北路),林口(文化一路),25.065081,121.363444,01A160
"LineString (121.3177610000000044 25.04707499999999953, 121.32321682456255019 24.99253461633410467)",國1,N,01F-046.7N,01F0467N,6.8,8.1,桃園,林口(文化北路),25.047075,121.317761,C0C480
"LineString (121.28307200000000421 25.02720599999999962, 121.32321682456255019 24.99253461633410467)",國1,N,01F-050.9N,01F0509N,3.2,3.8,機場系統(連接國2),桃園,25.027206,121.283072,C0C480
"LineString (121.26619399999999871 25.01294400000000095, 121.22601816457680002 25.04764081759137895)",國1,N,01F-053.2N,01F0532N,2.9,3.4,中壢服務區,機場系統(連接國2),25.012944,121.266194,C0C540
"LineString (121.247721999999996 24.998583, 121.22601816457680002 25.04764081759137895)",國1,N,01F-055.7N,01F0557N,2.2,2.6,內壢,中壢服務區,24.998583,121.247722,C0C540
"LineString (121.22894399999999848 24.98055799999999849, 121.18531186779590314 24.96774185351622677)",國1,N,01F-058.4N,01F0584N,5.1,6.1,中壢,內壢,24.980558,121.228944,C0C520
"LineString (121.19559399999999982 24.94928099999999915, 121.18531186779590314 24.96774185351622677)",國1,N,01F-063.3N,01F0633N,2.6,3.1,平鎮系統(連接台66),中壢,24.949281,121.195594,C0C520
"LineString (121.17691899999999805 24.92954399999999993, 121.14300717213949099 24.91234334274297524)",國1,N,01F-066.4N,01F0664N,2.3,2.7,幼獅,平鎮系統(連接台66),24.929544,121.176919,C0C660
"LineString (121.16758600000000001 24.91796700000000087, 121.14300717213949099 24.91234334274297524)",國1,N,01F-068.1N,01F0681N,1.9,2.2,楊梅,幼獅,24.917967,121.167586,C0C660
"LineString (121.11173100000000602 24.89343600000000123, 121.14300717213949099 24.91234334274297524)",國1,N,01F-075.0N,01F0750N,14.6,17.5,湖口,楊梅,24.893436,121.111731,C0C660
"LineString (121.01903099999999824 24.84871899999999911, 121.03830033271222533 24.84744810556728822)",國1,N,01F-088.0N,01F0880N,7.3,8.7,竹北,湖口,24.848719,121.019031,C1D380
"LineString (121.01030599999999993 24.80845300000000009, 121.01419845008412324 24.82784912668455846)",國1,N,01F-092.8N,01F0928N,3,3.6,新竹(光復路),竹北,24.808453,121.010306,467571
"LineString (121.00372500000000286 24.78394400000000175, 120.98689585755221287 24.79865017371119151)",國1,N,01F-095.6N,01F0956N,2.5,3,新竹(科學園區),新竹(光復路),24.783944,121.003725,C0D660
"LineString (120.99989700000000425 24.76441399999999859, 120.98689585755221287 24.79865017371119151)",國1,N,01F-097.9N,01F0979N,2.8,3.3,新竹系統(連接國3),新竹(科學園區),24.764414,120.999897,C0D660
"LineString (120.95189700000000244 24.72713099999999997, 120.96739109882717855 24.73345023795540953)",國1,N,01F-104.5N,01F1045N,11,13.2,頭份,新竹系統(連接國3),24.727131,120.951897,O1D570
"LineString (120.90426669999999376 24.67931670000000111, 120.91238678202415713 24.68825254420855586)",國1,N,01F-112.3N,01F1123N,15.1,18.1,頭屋,頭份,24.6793167,120.9042667,C0E730
"LineString (120.83892500000000325 24.55044200000000032, 120.82457656959773828 24.56495541567024077)",國1,N,01F-129.2N,01F1292N,7.4,8.8,苗栗,頭屋,24.550442,120.838925,C0E750
"LineString (120.78190299999999979 24.4859189999999991, 120.79077085537805658 24.48975608423497974)",國1,N,01F-138.9N,01F1389N,7.3,8.7,銅鑼,苗栗,24.485919,120.781903,C0E780
"LineString (120.77573099999999329 24.42051400000000072, 120.77006546880085125 24.41425603708551151)",國1,N,01F-146.5N,01F1465N,10,12,三義,銅鑼,24.420514,1.21E+02,01E290
"LineString (120.72084999999999866 24.33914700000000053, 120.70565958416963781 24.34785848045181922)",國1,N,01F-157.2N,01F1572N,10.5,12.6,后里,三義,24.339147,120.72085,C0F9Q0
"LineString (120.69732500000000641 24.30118600000000129, 120.72965778810657866 24.31035661170697537)",國1,N,01F-162.1N,01F1621N,4.7,5.6,台中系統(連接國4),后里,24.301186,120.697325,C0F9L0
"LineString (120.69195600000000468 24.26264700000000119, 120.72045399264135312 24.25455624806673072)",國1,N,01F-166.4N,01F1664N,2.5,3,豐原,台中系統(連接國4),24.262647,120.691956,C0F9M0
"LineString (120.67137499999999761 24.21295599999999837, 120.70395093341556958 24.21305649525024961)",國1,N,01F-172.5N,01F1725N,6.2,7.4,大雅,豐原,24.212956,120.671375,C0F9O0
"LineString (120.63561099999999726 24.18459199999999854, 120.64104725766308945 24.18025935427933248)",國1,N,01F-177.4N,01F1774N,4.4,5.2,台中(台灣大道),大雅,24.184592,120.635611,C0F9T0
