wkt_geom,freewayNO,dir,Old_id,ID,catch,s_catch,start,end,lat,lon,cwb_gauge
"LineString (120.40416399999999442 23.29669200000000018, 120.38558596987350313 23.29655931931747403)",國3,S,03F-318.7S,03F3187S,8.1,9.7,白河,東山服務區,23.296692,120.404164,C0X050
"LineString (120.39025300000000129 23.279281000000001, 120.38558596987350313 23.29655931931747403)",國3,S,03F-321.1S,03F3211S,2.8,3.3,東山服務區,柳營,23.279281,120.390253,C0X050
"LineString (120.3673780000000022 23.24499399999999838, 120.37358328752823411 23.25725934833966235)",國3,S,03F-325.9S,03F3259S,7.1,8.5,柳營,烏山頭,23.244994,120.367378,C0X270
"LineString (120.35546100000000536 23.20327500000000143, 120.31557793270866341 23.19326136905791103)",國3,S,03F-330.7S,03F3307S,5.1,6.1,烏山頭,官田系統(連接台84),23.203275,120.355461,C0X130
"LineString (120.33371099999999387 23.13206399999999974, 120.36087464647694389 23.11885793506246145)",國3,S,03F-339.2S,03F3392S,5.3,6.3,官田系統(連接台84),善化,23.132064,120.333711,C0O860
"LineString (120.32903299999999547 23.08527199999999979, 120.36327212694645539 23.07565717146902173)",國3,S,03F-344.5S,03F3445S,6.7,8,善化,新化系統(連接國8),23.085272,120.329033,C0X180
"LineString (120.32517199999999491 23.04020300000000177, 120.33716847770378422 23.02575776456179923)",國3,S,03F-349.6S,03F3496S,10.1,12.1,新化系統(連接國8),關廟(連接台86),23.040203,120.325172,01O710
"LineString (120.34016400000000147 22.96975799999999879, 120.32776451514986604 22.96315731755561274)",國3,S,03F-358.8S,03F3588S,6.8,8.1,關廟(連接台86),關廟服務區,22.969758,120.340164,C0X170
"LineString (120.35476699999999539 22.90196900000000113, 120.32755977616591281 22.88315615009126702)",國3,S,03F-367.0S,03F3670S,5.7,6.8,關廟服務區,田寮,22.901969,120.354767,C0V530
"LineString (120.38542800000000454 22.84512199999999993, 120.39815739593171884 22.81185153807992805)",國3,S,03F-374.3S,03F3743S,13.5,16.2,田寮,燕巢系統(連接國10),22.845122,120.385428,01P390
"LineString (120.44183900000000165 22.76919699999999835, 120.44665433665241494 22.73854803720465156)",國3,S,03F-385.4S,03F3854S,7.9,9.4,燕巢系統(連接國10),九如,22.769197,120.441839,C0V350
"LineString (120.49683899999999426 22.74979199999999935, 120.49055557410429174 22.74054585279818141)",國3,S,03F-391.6S,03F3916S,9.2,11,九如,長治,22.749792,120.496839,C0R490
"LineString (120.56308599999999842 22.68277499999999947, 120.54265411731668678 22.69304255872115661)",國3,S,03F-401.8S,03F4018S,6.7,8,長治,麟洛,22.682775,120.563086,C0R480
"LineString (120.52616100000000188 22.57958599999999905, 120.5439478449920756 22.58484098241164872)",國3,S,03F-414.2S,03F4142S,7.3,8.7,麟洛,竹田系統(連接台88),22.579586,120.526161,C0R500
"LineString (120.52455799999999897 22.55718600000000151, 120.5400448166462013 22.53434047647370519)",國3,S,03F-416.8S,03F4168S,6.7,8,竹田系統(連接台88),崁頂,22.557186,120.524558,C0R220
"LineString (120.52577499999999588 22.50136699999999834, 120.51104286027231183 22.51324163257394773)",國3,S,03F-423.2S,03F4232S,2.4,2.8,崁頂,南州,22.501367,120.525775,O1R630
"LineString (120.53084400000000187 22.47466100000000111, 120.50274107140282354 22.48594166755822243)",國3,S,03F-426.3S,03F4263S,5.9,7,南州,林邊(大鵬灣端),22.474661,120.530844,C0R580
"LineString (121.698631000000006 25.12951400000000035, 121.74043595562432074 25.13331355324572769)",國3,N,03F-002.1N,03F0021N,2.3,2.7,瑪東系統(連接台62),基金,25.129514,121.698631,466940
"LineString (121.68178899999999487 25.10374699999999848, 121.69493127899239937 25.07901530688962666)",國3,N,03F-005.4N,03F0054N,8.4,10,汐止系統(連接國1),瑪東系統(連接台62),25.103747,121.681789,01B030
"LineString (121.64346700000000112 25.06561100000000053, 121.64182886928124105 25.06121799628277813)",國3,N,03F-011.6N,03F0116N,2.1,2.5,新台五路,汐止系統(連接國1),25.065611,121.643467,01AG00
"LineString (121.62815600000000416 25.05031899999999823, 121.61942693735105081 25.04001893296611314)",國3,N,03F-014.0N,03F0140N,1.7,2,南港(連接環東大道),新台五路,25.050319,121.628156,A1AA70
"LineString (121.62478900000000692 25.04238900000000001, 121.61942693735105081 25.04001893296611314)",國3,N,03F-015.0N,03F0150N,1.2,1.4,南港系統(連接國五)&南深路出口匝道,南港(連接環東大道),25.042389,121.624789,A1AA70
"LineString (121.59638099999999383 25.00737499999999969, 121.57572341344392441 25.00232080861051642)",國3,N,03F-020.1N,03F0201N,4.4,5.2,木柵(連接國3甲),南港系統(連接國五)&南深路出口匝道,25.007375,121.596381,C0AC80
"LineString (121.59336700000000064 24.99374399999999952, 121.58032213620147388 24.98152025517805441)",國3,N,03F-021.7N,03F0217N,6.3,7.5,新店(中興路),木柵(連接國3甲),24.993744,121.593367,A1AC40
"LineString (121.53057200000000648 24.96255000000000024, 121.52461934603762472 24.95902300622435632)",國3,N,03F-030.1N,03F0301N,4.1,4.9,安坑(中央、安康路),新店(中興路),24.96255,121.530572,A0A9M0
"LineString (121.50174400000000219 24.97858599999999996, 121.490420786848631 24.9927253837711234)",國3,N,03F-033.8N,03F0338N,4.8,5.7,中和(連接台64),安坑(中央、安康路),24.978586,121.501744,C0AG90
"LineString (121.45492500000000291 24.97524699999999953, 121.4451184209001724 24.97312759928404446)",國3,N,03F-039.4N,03F0394N,6.7,8,土城(連接台65),中和(連接台64),24.975247,121.454925,C0AD40
"LineString (121.41268100000000629 24.95050300000000121, 121.4020175245040889 24.97493000486378634)",國3,N,03F-044.7N,03F0447N,4.9,5.8,樹林,土城(連接台65),24.950503,121.412681,C0A520
"LineString (121.36527499999999691 24.94382500000000036, 121.36971437736431767 24.93903125723725012)",國3,N,03F-049.8N,03F0498N,3.3,3.9,三鶯,樹林,24.943825,121.365275,C0AC60
"LineString (121.34189999999999543 24.93602500000000077, 121.35601401927505094 24.93853200497364853)",國3,N,03F-052.5N,03F0525N,3.7,4.4,鶯歌系統(連接國2),三鶯,24.936025,121.3419,01A220
"LineString (121.31245800000000656 24.93022500000000008, 121.2832116352790166 24.92873587074902275)",國3,N,03F-055.9N,03F0559N,8.4,10,大溪(連接台66),鶯歌系統(連接國2),24.930225,121.312458,C0C490
"LineString (121.25083899999999915 24.87879200000000068, 121.26510817152978916 24.88293618372619065)",國3,N,03F-064.8N,03F0648N,5.5,6.6,龍潭,大溪(連接台66),24.878792,121.250839,C0C630
"LineString (121.20858099999999524 24.85655799999999971, 121.22140627034285387 24.87003839312516718)",國3,N,03F-069.8N,03F0698N,7.9,9.4,關西服務區,龍潭,24.856558,121.208581,C0C670
"LineString (121.17912800000000573 24.79733900000000091, 121.17390040006969798 24.79833992461407277)",國3,N,03F-078.3N,03F0783N,3,3.6,關西,關西服務區,24.797339,121.179128,C0D390
"LineString (121.12599699999999814 24.79143900000000045, 121.11889697802260457 24.76654245810562216)",國3,N,03F-084.6N,03F0846N,11.1,13.3,竹林,關西,24.791439,121.125997,C1D630
"LineString (121.03042499999999393 24.75844199999999873, 121.02499261373654349 24.73494711379798616)",國3,N,03F-096.1N,03F0961N,8.5,10.2,寶山,竹林,24.758442,121.030425,C0D580
"LineString (120.99726900000000285 24.75581100000000134, 121.02499261373654349 24.73494711379798616)",國3,N,03F-099.6N,03F0996N,1.9,2.2,新竹系統(連接國1),寶山,24.755811,120.997269,C0D580
"LineString (120.97226700000000221 24.75791399999999953, 120.96739109882717855 24.73345023795540953)",國3,N,03F-102.2N,03F1022N,3.2,3.8,茄苳,新竹系統(連接國1),24.757914,120.972267,O1D570
"LineString (120.94567499999999427 24.75309400000000082, 120.96739109882717855 24.73345023795540953)",國3,N,03F-105.1N,03F1051N,5.3,6.3,香山,茄苳,24.753094,120.945675,O1D570
"LineString (120.88963900000000251 24.71138300000000143, 120.88898756061138329 24.70905414215697604)",國3,N,03F-112.8N,03F1128N,5.6,6.7,西濱(連接台61),香山,24.711383,120.889639,C0E420
"LineString (120.86008599999999547 24.69800599999999946, 120.88898756061138329 24.70905414215697604)",國3,N,03F-116.1N,03F1161N,3.7,4.4,竹南,西濱(連接台61),24.698006,120.860086,C0E420
"LineString (120.83824199999999394 24.65596400000000088, 120.82078104397325546 24.63525671250312854)",國3,N,03F-121.5N,03F1215N,5.4,6.4,大山,竹南,24.655964,120.838242,01E390
"LineString (120.81400600000000622 24.62716100000000097, 120.82078104397325546 24.63525671250312854)",國3,N,03F-125.7N,03F1257N,5.7,6.8,後龍,大山,24.627161,120.814006,01E390
"LineString (120.76441699999999457 24.57964199999999977, 120.74847451154839462 24.56265950842051993)",國3,N,03F-133.2N,03F1332N,4.7,5.6,西湖服務區,後龍,24.579642,120.764417,C0E810
"LineString (120.73325300000000482 24.5311249999999994, 120.74847451154839462 24.56265950842051993)",國3,N,03F-139.5N,03F1395N,9.4,11.2,通霄,西湖服務區,24.531125,120.733253,C0E810
"LineString (120.68121700000000374 24.46730799999999917, 120.70456753055188415 24.47186046727976461)",國3,N,03F-148.5N,03F1485N,12.5,15,苑裡,通霄,24.467308,120.681217,C0E590
"LineString (120.65156700000000001 24.34111899999999906, 120.64055795487675482 24.3481619866046195)",國3,N,03F-163.3N,03F1633N,7.5,9,大甲,苑裡,24.341119,120.651567,C0F930
"LineString (120.63557799999999531 24.33471899999999977, 120.64055795487675482 24.3481619866046195)",國3,N,03F-165.1N,03F1651N,4.7,5.6,中港系統(連接國4),大甲,24.334719,120.635578,C0F930
"LineString (120.60196399999999528 24.29288100000000128, 120.56225366049646652 24.31226563163646404)",國3,N,03F-171.0N,03F1710N,3.5,4.2,清水服務區,中港系統(連接國4),24.292881,120.601964,C0F9P0
"LineString (120.59080600000000061 24.26946399999999926, 120.56225366049646652 24.31226563163646404)",國3,N,03F-173.9N,03F1739N,3.7,4.4,沙鹿,清水服務區,24.269464,120.590806,C0F9P0
"LineString (120.59330599999999833 24.23464699999999894, 120.62434906437771076 24.21536078994752827)",國3,N,03F-177.9N,03F1779N,6.7,8,龍井,沙鹿,24.234647,120.593306,C0F9X0
"LineString (120.54824399999999684 24.17783100000000118, 120.52894467114816734 24.18456541051860142)",國3,N,03F-186.0N,03F1860N,8.8,10.5,和美,龍井,24.177831,120.548244,C0F9R0
"LineString (120.53454700000000344 24.12094700000000103, 120.55663884649709416 24.08136232590750581)",國3,N,03F-194.1N,03F1941N,5.1,6.1,彰化系統(連接國1),和美,24.120947,120.534547,A0G720
"LineString (120.57874700000000701 24.10252499999999998, 120.55663884649709416 24.08136232590750581)",國3,N,03F-199.2N,03F1992N,5.4,6.4,快官(連接台74),彰化系統(連接國1),24.102525,120.578747,A0G720
"LineString (120.63971100000000547 24.07033300000000153, 120.62404218764960717 24.10705913377877962)",國3,N,03F-206.6N,03F2066N,5.2,6.2,烏日,快官(連接台74),24.070333,120.639711,C0F9S0
"LineString (120.65143299999999726 24.06795800000000085, 120.62404218764960717 24.10705913377877962)",國3,N,03F-207.8N,03F2078N,1.8,2.1,中投(連接台63),烏日,24.067958,120.651433,C0F9S0
"LineString (120.6715329999999966 24.0604280000000017, 120.70034320771581804 24.0926548489598531)",國3,N,03F-210.0N,03F2100N,2.3,2.7,霧峰(台3線、太平-台74),中投(連接台63),24.060428,120.671533,C0F9N0
"LineString (120.67785299999999893 24.04099400000000131, 120.72444019192120379 24.03525269702029021)",國3,N,03F-212.5N,03F2125N,2.9,3.4,霧峰系統(連接國6),霧峰(台3線、太平-台74),24.040994,120.677853,81F900
"LineString (120.6631610999999964 24.01894439999999875, 120.62123633835759051 24.01545787803982535)",國3,N,03F-215.3N,03F2153N,3,3.6,草屯,霧峰系統(連接國6),24.0189444,120.6631611,C0G620
"LineString (120.65271400000000313 23.98584400000000016, 120.67893510230949516 23.97255416480209433)",國3,N,03F-219.4N,03F2194N,5.6,6.7,中興系統(台76-八卦山隧道),草屯,23.985844,120.652714,01H630
"LineString (120.65761399999999526 23.95710300000000004, 120.67893510230949516 23.97255416480209433)",國3,N,03F-223.1N,03F2231N,1.8,2.1,中興,中興系統(台76-八卦山隧道),23.957103,120.657614,01H630
"LineString (120.67685299999999415 23.93792799999999943, 120.69543158196104571 23.90975234478779043)",國3,N,03F-226.0N,03F2260N,3.8,4.5,南投,中興,23.937928,120.676853,C0I460
"LineString (120.70282799999999668 23.90678099999999873, 120.69543158196104571 23.90975234478779043)",國3,N,03F-230.6N,03F2306N,3,3.6,南投服務區,南投,23.906781,120.702828,C0I460
"LineString (120.70918600000000254 23.88203100000000134, 120.69543158196104571 23.90975234478779043)",國3,N,03F-233.6N,03F2336N,5.6,6.7,名間,南投服務區,23.882031,120.709186,C0I460
"LineString (120.70000299999999527 23.81483599999999967, 120.70142719291000333 23.83705093940067243)",國3,N,03F-241.5N,03F2415N,6.7,8,竹山,名間,23.814836,120.700003,C0I410
"LineString (120.70451900000000478 23.78748600000000124, 120.71082472747166037 23.79364979773396982)",國3,N,03F-244.7N,03F2447N,6.3,7.5,南雲,竹山,23.787486,120.704519,81H980
"LineString (120.62590000000000146 23.77558099999999897, 120.61251986172990769 23.75525439414139939)",國3,N,03F-253.5N,03F2535N,10.2,12.2,斗六,南雲,23.775581,120.6259,01J930
"LineString (120.60178600000000415 23.7244250000000001, 120.60961937887746842 23.74865444736106568)",國3,N,03F-261.4N,03F2614N,8.1,9.7,古坑(文化路)&古坑系統(連接台78),斗六,23.724425,120.601786,C0K470
"LineString (120.5729110999999989 23.64927780000000013, 120.55971227920508682 23.65435564706170624)",國3,N,03F-270.9N,03F2709N,2.1,2.5,古坑(朝陽路),古坑(文化路)&古坑系統(連接台78),23.6492778,120.5729111,C0K490
"LineString (120.55856699999999648 23.61820300000000117, 120.54851076105653362 23.63435593242448718)",國3,N,03F-274.7N,03F2747N,5.7,6.8,古坑服務區,古坑(朝陽路),23.618203,120.558567,A2K570
"LineString (120.53251099999999951 23.60679199999999867, 120.55560792741505338 23.58535482697824648)",國3,N,03F-277.7N,03F2777N,2.5,3,梅山,古坑服務區,23.606792,120.532511,C0M770
"LineString (120.50506099999999776 23.55812500000000043, 120.5209061273491784 23.5704564138979471)",國3,N,03F-284.0N,03F2840N,9.6,11.5,竹崎(竹崎連絡道),梅山,23.558125,120.505061,01L910
"LineString (120.48632800000000032 23.51168300000000144, 120.5205036584683711 23.53035583355474358)",國3,N,03F-289.9N,03F2899N,2,2.4,竹崎(159縣道),竹崎(竹崎連絡道),23.511683,120.486328,01L490
"LineString (120.49458599999999819 23.49207799999999935, 120.5205036584683711 23.53035583355474358)",國3,N,03F-292.3N,03F2923N,6.5,7.8,中埔,竹崎(159縣道),23.492078,120.494586,01L490
"LineString (120.48120000000000118 23.44248599999999882, 120.46049767884305481 23.45765786257494057)",國3,N,03F-298.5N,03F2985N,2.9,3.4,水上系統(連接台82),中埔,23.442486,120.4812,C0M730
"LineString (120.43635600000000352 23.36125300000000138, 120.41438979324877323 23.34745859625010311)",國3,N,03F-310.1N,03F3101N,11.3,13.5,白河,水上系統(連接台82),23.361253,120.436356,C0X210
"LineString (120.40416399999999442 23.29669200000000018, 120.38558596987350313 23.29655931931747403)",國3,N,03F-318.7N,03F3187N,8.1,9.7,東山服務區,白河,23.296692,120.404164,C0X050
"LineString (120.39025300000000129 23.279281000000001, 120.38558596987350313 23.29655931931747403)",國3,N,03F-321.1N,03F3211N,2.8,3.3,柳營,東山服務區,23.279281,120.390253,C0X050
"LineString (120.3673780000000022 23.24499399999999838, 120.37358328752823411 23.25725934833966235)",國3,N,03F-325.9N,03F3259N,7.1,8.5,烏山頭,柳營,23.244994,120.367378,C0X270
"LineString (120.35546100000000536 23.20327500000000143, 120.31557793270866341 23.19326136905791103)",國3,N,03F-330.7N,03F3307N,5.1,6.1,官田系統(連接台84),烏山頭,23.203275,120.355461,C0X130
"LineString (120.33371099999999387 23.13206399999999974, 120.36087464647694389 23.11885793506246145)",國3,N,03F-339.2N,03F3392N,5.3,6.3,善化,官田系統(連接台84),23.132064,120.333711,C0O860
"LineString (120.32903299999999547 23.08527199999999979, 120.36327212694645539 23.07565717146902173)",國3,N,03F-344.5N,03F3445N,6.7,8,新化系統(連接國8),善化,23.085272,120.329033,C0X180
"LineString (120.32517199999999491 23.04020300000000177, 120.33716847770378422 23.02575776456179923)",國3,N,03F-349.6N,03F3496N,10.1,12.1,關廟(連接台86),新化系統(連接國8),23.040203,120.325172,01O710
"LineString (120.34016400000000147 22.96975799999999879, 120.32776451514986604 22.96315731755561274)",國3,N,03F-358.8N,03F3588N,6.8,8.1,關廟服務區,關廟(連接台86),22.969758,120.340164,C0X170
"LineString (120.35476699999999539 22.90196900000000113, 120.32755977616591281 22.88315615009126702)",國3,N,03F-367.0N,03F3670N,5.7,6.8,田寮,關廟服務區,22.901969,120.354767,C0V530
"LineString (120.38542800000000454 22.84512199999999993, 120.39815739593171884 22.81185153807992805)",國3,N,03F-374.3N,03F3743N,13.5,16.2,燕巢系統(連接國10),田寮,22.845122,120.385428,01P390
"LineString (120.44183900000000165 22.76919699999999835, 120.44665433665241494 22.73854803720465156)",國3,N,03F-385.4N,03F3854N,7.9,9.4,九如,燕巢系統(連接國10),22.769197,120.441839,C0V350
"LineString (120.49683899999999426 22.74979199999999935, 120.49055557410429174 22.74054585279818141)",國3,N,03F-391.6N,03F3916N,9.2,11,長治,九如,22.749792,120.496839,C0R490
"LineString (120.56331099999999878 22.68034700000000115, 120.54265411731668678 22.69304255872115661)",國3,N,03F-402.1N,03F4021N,6.7,8,麟洛,長治,22.680347,120.563311,C0R480
"LineString (120.52616100000000188 22.57958599999999905, 120.5439478449920756 22.58484098241164872)",國3,N,03F-414.2N,03F4142N,7.3,8.7,竹田系統(連接台88),麟洛,22.579586,120.526161,C0R500
"LineString (120.52476099999999803 22.55740799999999879, 120.5400448166462013 22.53434047647370519)",國3,N,03F-416.8N,03F4168N,6.7,8,崁頂,竹田系統(連接台88),22.557408,120.524761,C0R220
"LineString (120.52577499999999588 22.50136699999999834, 120.51104286027231183 22.51324163257394773)",國3,N,03F-423.2N,03F4232N,2.4,2.8,南州,崁頂,22.501367,120.525775,O1R630
"LineString (120.53138599999999769 22.47746400000000122, 120.50274107140282354 22.48594166755822243)",國3,N,03F-425.9N,03F4259N,5.9,7,林邊(大鵬灣端),南州,22.477464,120.531386,C0R580
"LineString (121.56212800000000129 25.01214399999999927, 121.55432388871152227 25.01692220266500755)",國3甲,S,03A-001.5S,03A0015S,3.6,4.3,台北端,萬芳(動物園、信義快),25.012144,121.562128,A1AG60
"LineString (121.58603899999999953 25.00386400000000009, 121.57572341344392441 25.00232080861051642)",國3甲,S,03A-004.1S,03A0041S,1.5,1.8,萬芳(動物園、信義快),木柵(連接國3),25.003864,121.586039,C0AC80
"LineString (121.56212800000000129 25.01214399999999927, 121.55432388871152227 25.01692220266500755)",國3甲,N,03A-001.5N,03A0015N,3.6,4.3,萬芳(動物園、信義快),台北端,25.012144,121.562128,A1AG60
"LineString (121.58603899999999953 25.00386400000000009, 121.57572341344392441 25.00232080861051642)",國3甲,N,03A-004.1N,03A0041N,1.5,1.8,木柵(連接國3),萬芳(動物園、信義快),25.003864,121.586039,C0AC80
"LineString (121.62293060000000366 25.03508890000000164, 121.62472665949084671 25.03401855347646077)",國5,S,05F-000.0S,05F0000S,4.1,4.9,南港系統(連接國3),石碇,25.0350889,121.6229306,A1AC50
"LineString (121.6520582999999931 24.99646669999999915, 121.65762460592989669 24.99181613103396771)",國5,S,05F-005.5S,05F0055S,10.5,12.6,石碇,坪林行控專用道,24.9964667,121.6520583,01A130
"LineString (121.78896670000000313 24.84256939999999858, 121.76561552554711909 24.81750773752944639)",國5,S,05F-028.7S,05F0287S,15.7,18.8,坪林行控專用道,頭城,24.8425694,121.7889667,C0U600
"LineString (121.78621390000000702 24.82370560000000026, 121.76561552554711909 24.81750773752944639)",國5,S,05F-030.9S,05F0309S,6.5,7.8,頭城,宜蘭(四城、大福),24.8237056,121.7862139,C0U600
"LineString (121.78198890000000176 24.73394439999999861, 121.78961121836415771 24.74380540848228449)",國5,S,05F-R11.3S,05FR113S,3.9,4.6,宜蘭(四城、大福),宜蘭(壯圍),24.7339444,121.7819889,C0U620
"LineString (121.78947780000000023 24.7110278000000001, 121.79840768518380401 24.6869041512955647)",國5,S,05F-043.9S,05F0439S,5.7,6.9,宜蘭(壯圍),羅東,24.7110278,121.7894778,C0U780
"LineString (121.79985000000000639 24.6625805999999983, 121.79840768518380401 24.6869041512955647)",國5,S,05F-049.4S,05F0494S,6.9,8.2,羅東,蘇澳,24.6625806,121.79985,C0U780
"LineString (121.62486110000000394 25.03497219999999857, 121.62472665949084671 25.03401855347646077)",國5,N,05F-000.1N,05F0001N,4.1,4.9,石碇,南港系統(連接國3),25.0349722,121.6248611,A1AC50
"LineString (121.65209720000000004 24.99615560000000158, 121.65762460592989669 24.99181613103396771)",國5,N,05F-005.5N,05F0055N,10.5,12.6,坪林行控專用道,石碇,24.9961556,121.6520972,01A130
"LineString (121.78928609999999821 24.84263890000000075, 121.76561552554711909 24.81750773752944639)",國5,N,05F-028.7N,05F0287N,15.7,18.8,頭城,坪林行控專用道,24.8426389,121.7892861,C0U600
"LineString (121.78621390000000702 24.82370560000000026, 121.76561552554711909 24.81750773752944639)",國5,N,05F-030.9N,05F0309N,6.5,7.8,宜蘭(四城、大福),頭城,24.8237056,121.7862139,C0U600
"LineString (121.78234999999999388 24.73391670000000175, 121.78961121836415771 24.74380540848228449)",國5,N,05F-R14.3N,05FR143N,3.9,4.6,宜蘭(壯圍),宜蘭(四城、大福),24.7339167,121.78235,C0U620
"LineString (121.78959720000000289 24.71092219999999884, 121.79840768518380401 24.6869041512955647)",國5,N,05F-043.8N,05F0438N,5.7,6.9,羅東,宜蘭(壯圍),24.7109222,121.7895972,C0U780
"LineString (121.80716669999999624 24.63271669999999958, 121.79350401062704634 24.63240367958511712)",國5,N,05F-052.8N,05F0528N,6.9,8.2,蘇澳,羅東,24.6327167,121.8071667,C0U680
